City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
New York,Suburb,1469.0,4,1,1992,3,No,5.2,Poor,334300.0
Los Angeles,Suburb,2734.0,2,1,1961,2,Yes,11.48,Poor,454900.0
Houston,Suburb,2616.0,5,3,1960,0,No,20.35,Fair,526800.0
Los Angeles,Suburb,2009.0,5,3,2019,3,Yes,27.77,Poor,413000.0
New York,Suburb,2613.0,4,1,1961,1,No,24.59,Good,474100.0
New York,Rural,3771.0,3,1,1990,1,Yes,9.36,Good,642800.0
Phoenix,Downtown,3056.0,4,2,1974,2,Yes,13.3,Fair,581000.0
Chicago,Urban,1587.0,5,2,1952,3,No,2.95,Good,380600.0
Chicago,Rural,2411.0,1,1,1952,1,Yes,3.51,Good,372400.0
Los Angeles,Downtown,1856.0,1,1,1977,1,Yes,14.37,Good,311300.0
Houston,Suburb,2499.0,2,2,1972,3,Yes,16.14,Good,409900.0
Chicago,Downtown,2169.0,2,2,1997,3,No,8.29,Good,410700.0
Phoenix,Downtown,2118.0,1,1,2016,1,No,19.46,Excellent,356600.0
Los Angeles,Suburb,1496.0,5,3,1991,2,No,21.25,Good,348900.0
Los Angeles,Suburb,2398.0,2,3,1989,2,Yes,9.32,Fair,476500.0
Phoenix,Suburb,2052.0,4,1,1955,2,Yes,22.87,Good,365600.0
Houston,Urban,517.375,4,1,1969,0,Yes,6.57,Fair,154600.0
Phoenix,Suburb,4142.0,5,2,1960,3,Yes,16.56,Fair,753500.0
Houston,Urban,3371.0,2,2,1976,1,No,24.23,Good,573200.0
Phoenix,Suburb,2199.0,4,3,1970,0,Yes,16.34,Good,446400.0
Phoenix,Urban,2515.0,2,1,1962,2,Yes,27.28,Fair,389400.0
New York,Downtown,1563.0,2,2,1984,0,Yes,2.23,Excellent,337200.0
Los Angeles,Rural,3857.0,4,3,1996,1,No,17.86,Fair,727100.0
Phoenix,Downtown,2499.0,1,3,1977,1,Yes,17.07,Fair,686700.0
Phoenix,Downtown,2625.0,4,3,1970,3,No,19.98,Excellent,473900.0
Chicago,Suburb,3319.0,5,2,1967,2,No,25.09,Good,639700.0
Los Angeles,Urban,2640.0,3,2,1980,2,Yes,21.91,Excellent,474000.0
Chicago,Rural,1431.0,4,1,2009,0,Yes,23.81,Excellent,316200.0
Los Angeles,Suburb,2171.0,2,1,1986,2,Yes,9.02,Excellent,380200.0
Chicago,Suburb,2606.0,2,3,1970,0,Yes,11.93,Poor,460600.0
Phoenix,Suburb,2136.0,4,3,1963,1,No,18.99,Fair,405300.0
Phoenix,Downtown,2325.0,3,2,2009,1,No,16.83,Good,473100.0
New York,Urban,2427.0,4,2,1972,1,No,28.85,Good,430000.0
Chicago,Urban,2435.0,3,1,1978,1,No,6.01,Good,453900.0
Houston,Rural,2542.0,3,1,1996,1,No,10.86,Fair,466100.0
New York,Urban,1652.0,5,1,1986,0,No,17.4,Fair,340200.0
Chicago,Urban,1926.0,2,2,1987,1,No,26.1,Good,335200.0
Chicago,Suburb,1472.0,2,3,1976,0,No,27.92,Fair,277300.0
New York,Suburb,3282.0,3,1,1964,1,No,10.41,Fair,585200.0
Phoenix,Downtown,815.0,2,1,2008,0,No,2.48,Poor,198400.0
Chicago,Suburb,3423.0,1,2,1952,0,Yes,12.94,Fair,542800.0
Phoenix,Suburb,3609.0,3,1,1959,0,Yes,12.13,Good,617800.0
New York,Suburb,2258.0,2,3,1966,2,Yes,29.6,Good,386200.0
Phoenix,Suburb,517.375,1,2,1960,0,No,13.22,Poor,114750.0
Los Angeles,Downtown,2211.0,5,1,1997,0,Yes,9.52,Fair,449500.0
Houston,Suburb,2449.0,2,1,1954,1,No,11.28,Good,426500.0
Chicago,Rural,1692.0,1,2,2018,0,No,12.21,Fair,347600.0
Houston,Rural,2088.0,4,2,2013,0,Yes,24.74,Excellent,438000.0
Phoenix,Rural,3724.0,4,1,1963,3,No,2.89,Good,664400.0
Chicago,Rural,3032.0,1,3,1999,2,Yes,9.84,Excellent,498900.0
Phoenix,Suburb,2499.0,3,2,1975,3,No,29.01,Good,325000.0
Los Angeles,Rural,1222.0,3,3,2021,1,No,5.02,Fair,328300.0
New York,Suburb,2238.0,2,1,2018,2,Yes,22.41,Good,377600.0
Chicago,Downtown,2329.0,4,3,1956,2,Yes,11.01,Poor,456000.0
Los Angeles,Rural,2499.0,3,1,1965,3,Yes,17.66,Poor,479800.0
Los Angeles,Urban,2072.0,3,1,2004,2,Yes,3.44,Poor,423000.0
Chicago,Rural,2909.0,4,1,2005,3,Yes,9.54,Good,540400.0
Phoenix,Rural,4048.0,5,1,1953,0,Yes,15.28,Fair,708600.0
Los Angeles,Suburb,3152.0,3,3,1997,3,No,7.34,Fair,635300.0
Houston,Rural,2462.0,1,1,1966,2,No,16.49,Good,389500.0
Los Angeles,Urban,2353.0,2,1,1985,2,No,6.98,Excellent,407100.0
Phoenix,Suburb,2215.0,3,3,2019,1,No,19.68,Fair,423600.0
Phoenix,Suburb,3445.0,3,2,1987,1,Yes,27.18,Good,588800.0
Houston,Downtown,1998.0,5,3,2011,1,No,3.02,Fair,512200.0
Los Angeles,Downtown,2536.0,1,3,1997,1,No,6.89,Excellent,454600.0
Phoenix,Rural,2541.0,2,3,1959,2,Yes,25.41,Fair,400500.0
Chicago,Downtown,2099.0,3,1,1986,1,No,19.13,Excellent,407700.0
New York,Downtown,1402.0,2,1,1978,3,Yes,2.82,Fair,324400.0
New York,Downtown,2758.0,4,1,1953,0,Yes,14.85,Excellent,504900.0
New York,Suburb,2451.0,3,2,1993,2,Yes,6.69,Fair,485200.0
Los Angeles,Suburb,2900.0,3,1,2005,1,No,6.37,Fair,538800.0
Houston,Suburb,2073.0,4,2,1991,2,Yes,28.25,Fair,408200.0
Phoenix,Downtown,3477.0,5,1,1962,1,No,22.97,Fair,619100.0
Chicago,Suburb,1799.0,3,3,1995,2,No,21.04,Excellent,372500.0
Chicago,Downtown,3870.0,2,1,1982,1,No,7.55,Good,635100.0
Los Angeles,Suburb,1102.0,1,2,1970,0,Yes,4.0,Good,234500.0
New York,Suburb,2848.0,2,2,2006,1,Yes,26.19,Excellent,484300.0
Los Angeles,Urban,2880.0,5,1,2018,3,Yes,0.67,Good,580600.0
Houston,Rural,1864.0,1,3,2019,2,No,11.95,Excellent,372300.0
Houston,Downtown,2840.0,2,1,2016,2,No,8.69,Fair,502300.0
Phoenix,Urban,3524.0,2,1,1986,3,Yes,17.33,Excellent,586500.0
Phoenix,Suburb,727.0,4,1,1982,3,No,7.89,Poor,224100.0
Houston,Downtown,2902.0,5,3,1985,0,Yes,9.68,Good,600400.0
Houston,Suburb,2499.0,4,2,1982,2,Yes,25.58,Good,156700.0
Houston,Rural,1727.0,1,3,1980,0,No,18.29,Good,322200.0
Los Angeles,Urban,3803.0,4,2,1970,2,No,4.8,Good,704100.0
Houston,Rural,2499.0,5,2,1976,2,Yes,21.93,Fair,432000.0
Chicago,Urban,1561.0,3,2,2021,0,No,6.62,Excellent,364000.0
New York,Suburb,2342.0,3,3,2011,2,Yes,13.27,Excellent,482300.0
Houston,Rural,4154.0,1,1,1975,2,Yes,19.57,Excellent,638100.0
New York,Rural,1035.0,3,1,2015,0,No,8.52,Excellent,297400.0
Los Angeles,Suburb,1659.0,4,1,1961,1,Yes,11.83,Good,337700.0
New York,Rural,3698.0,1,1,1971,0,No,22.16,Excellent,585700.0
Los Angeles,Downtown,3986.0,5,1,1966,2,Yes,28.17,Excellent,670300.0
Chicago,Urban,2417.0,1,3,1956,3,No,16.11,Good,417000.0
Los Angeles,Urban,1509.0,1,3,2017,1,No,0.79,Good,341300.0
Los Angeles,Urban,4177.0,2,3,1986,3,Yes,10.48,Excellent,729500.0
Phoenix,Downtown,3776.0,2,3,1987,1,No,12.26,Good,645700.0
Houston,Urban,3043.0,1,3,1960,3,No,10.51,Good,524300.0
Houston,Suburb,1850.0,3,3,1986,1,Yes,13.37,Poor,361500.0
Chicago,Rural,2461.0,2,3,1986,0,No,19.16,Excellent,453100.0
Chicago,Downtown,2372.0,5,1,1991,1,Yes,4.07,Excellent,483000.0
Houston,Urban,2765.0,4,2,2001,1,No,8.54,Fair,550800.0
Phoenix,Suburb,3661.0,2,3,1973,1,Yes,15.48,Fair,627300.0
Houston,Rural,3204.0,1,2,2002,2,Yes,9.81,Fair,577800.0
Phoenix,Rural,2499.0,3,3,2005,3,Yes,29.74,Good,348500.0
Chicago,Downtown,3601.0,4,3,2012,0,Yes,13.23,Fair,703300.0
New York,Downtown,2751.0,2,1,1957,3,No,26.16,Good,420300.0
Chicago,Downtown,3050.0,3,2,2008,3,Yes,26.95,Excellent,529800.0
Chicago,Suburb,3673.0,3,1,1994,0,No,25.16,Good,610600.0
Los Angeles,Suburb,2499.0,3,1,1976,2,Yes,1.88,Fair,356100.0
Los Angeles,Downtown,2471.0,1,2,2001,1,No,28.46,Excellent,407900.0
Los Angeles,Urban,2075.0,5,1,1967,2,Yes,4.3,Good,427900.0
Los Angeles,Rural,1246.0,3,3,1965,2,No,1.51,Fair,298800.0
Phoenix,Rural,2777.0,4,3,2015,1,No,12.72,Good,579500.0
Houston,Suburb,4462.375,2,3,1954,3,Yes,6.24,Good,770000.0
New York,Rural,1028.0,4,3,1952,1,Yes,5.93,Excellent,282100.0
Chicago,Urban,2474.0,1,3,2019,0,Yes,8.99,Excellent,465200.0
Phoenix,Rural,3012.0,1,1,1956,1,No,7.83,Fair,500600.0
New York,Suburb,2598.0,4,1,1999,3,No,20.7,Fair,465000.0
Phoenix,Suburb,2409.0,5,3,1963,2,No,6.01,Poor,514600.0
Phoenix,Urban,1461.0,1,3,1987,2,No,16.52,Good,284300.0
Chicago,Urban,2686.0,1,1,1996,1,Yes,29.6,Good,396000.0
Houston,Rural,1895.0,4,2,1982,0,Yes,13.26,Good,393600.0
Los Angeles,Rural,748.0,1,1,1992,3,Yes,19.44,Fair,176600.0
Houston,Suburb,3456.0,5,1,1978,2,Yes,29.1,Excellent,589700.0
Chicago,Urban,3267.0,5,1,2006,1,No,4.56,Excellent,638800.0
Chicago,Urban,2541.0,5,1,1954,0,No,12.85,Fair,454300.0
Chicago,Urban,2683.0,2,1,2009,0,Yes,25.58,Good,446700.0
New York,Rural,3359.0,5,2,2019,2,No,28.0,Good,609200.0
Houston,Urban,2679.0,5,3,1951,2,Yes,18.24,Fair,518600.0
Houston,Suburb,3223.0,2,3,2019,3,No,4.73,Fair,612900.0
Phoenix,Suburb,2262.0,3,2,1992,0,No,27.09,Fair,392200.0
Phoenix,Rural,3550.0,1,3,1953,3,No,5.65,Fair,604300.0
Phoenix,Downtown,2757.0,5,3,2005,0,No,10.91,Good,565500.0
Chicago,Rural,2655.0,1,3,2008,0,No,11.58,Fair,462100.0
Houston,Downtown,1484.0,4,2,1958,1,No,13.7,Fair,336900.0
Chicago,Urban,2730.0,1,2,1952,2,Yes,23.81,Good,411500.0
New York,Rural,1834.0,2,3,1997,0,No,24.16,Poor,341900.0
Phoenix,Suburb,1989.0,1,3,1992,3,Yes,21.73,Good,345300.0
Chicago,Urban,1848.0,1,3,1950,2,Yes,1.15,Good,356200.0
Chicago,Suburb,1647.0,1,1,2006,3,Yes,17.16,Good,289200.0
New York,Urban,4200.0,3,1,2002,2,Yes,22.55,Excellent,696400.0
Los Angeles,Rural,3565.0,3,1,1965,2,Yes,13.62,Fair,592400.0
Houston,Downtown,4036.0,4,2,2000,0,Yes,28.38,Good,692700.0
Los Angeles,Urban,1522.0,2,3,2004,1,No,24.8,Fair,308100.0
Phoenix,Downtown,2557.0,1,2,1950,0,No,19.33,Excellent,409700.0
Chicago,Urban,1465.0,1,2,1977,2,No,2.34,Excellent,308400.0
New York,Suburb,1943.0,1,2,2002,0,Yes,19.74,Fair,352400.0
New York,Suburb,1765.0,1,3,2007,0,Yes,27.39,Good,333100.0
Houston,Urban,3492.0,3,1,1986,2,Yes,11.69,Poor,644700.0
Los Angeles,Downtown,2183.0,4,3,2009,2,No,25.22,Excellent,447300.0
Houston,Rural,3355.0,5,3,2008,0,No,9.74,Fair,683600.0
Chicago,Rural,2983.0,2,2,1971,0,No,17.32,Excellent,511300.0
Houston,Suburb,4343.0,1,2,1957,0,Yes,19.63,Fair,698600.0
New York,Rural,1316.0,4,2,1998,3,Yes,20.5,Good,277100.0
New York,Suburb,3507.0,5,1,1991,0,Yes,26.54,Excellent,616700.0
Phoenix,Rural,3417.0,4,1,1976,3,No,7.42,Excellent,624900.0
Phoenix,Urban,1721.0,3,1,1988,1,Yes,8.24,Fair,357200.0
Chicago,Suburb,3306.0,5,3,1974,3,Yes,21.27,Good,623100.0
Los Angeles,Suburb,2769.0,4,2,1987,0,Yes,5.73,Fair,520500.0
Houston,Urban,2318.0,3,3,1973,1,Yes,14.2,Good,446100.0
Chicago,Suburb,1841.0,4,1,1973,3,No,1.09,Fair,405700.0
Phoenix,Rural,1925.0,4,2,2009,3,No,4.66,Fair,427200.0
Houston,Rural,4140.0,5,1,1999,2,Yes,20.53,Good,733800.0
Phoenix,Suburb,2501.0,3,2,2015,1,Yes,22.55,Fair,494300.0
Houston,Rural,3126.0,1,2,1963,2,No,3.9,Good,527800.0
Los Angeles,Downtown,1867.0,2,3,2002,1,No,7.22,Fair,387200.0
Chicago,Suburb,1876.0,5,3,1981,3,Yes,3.42,Fair,451000.0
Houston,Urban,3366.0,3,1,1997,2,No,13.29,Good,593400.0
New York,Downtown,2499.0,4,3,1988,0,No,4.22,Poor,363600.0
New York,Suburb,2168.0,3,3,1989,3,Yes,13.4,Fair,441800.0
Houston,Urban,2527.0,2,3,1991,1,No,22.1,Good,435500.0
Houston,Rural,2589.0,2,2,1957,1,No,20.66,Good,431700.0
Houston,Urban,2357.0,1,3,1975,2,No,8.77,Good,408100.0
New York,Downtown,2817.0,1,1,1961,2,No,20.38,Fair,436100.0
New York,Rural,3054.0,2,2,1992,1,Yes,27.87,Fair,515400.0
Houston,Suburb,3088.0,5,2,2000,3,No,10.75,Excellent,607600.0
Phoenix,Rural,1711.0,5,3,2012,2,No,10.21,Excellent,411000.0
Phoenix,Suburb,2273.0,4,2,1998,0,Yes,17.36,Poor,446800.0
Los Angeles,Suburb,3456.0,1,1,1976,1,No,7.74,Good,590900.0
Chicago,Urban,3216.0,4,1,1958,0,Yes,19.72,Fair,576700.0
Phoenix,Urban,1402.0,1,2,1988,1,Yes,25.05,Fair,234100.0
New York,Urban,2781.0,2,3,1986,0,No,14.05,Fair,510800.0
Phoenix,Downtown,917.0,5,3,2020,3,No,20.55,Good,287800.0
Los Angeles,Downtown,2538.0,5,2,2020,1,No,19.73,Fair,537800.0
Los Angeles,Urban,4018.0,2,1,1956,3,No,1.64,Excellent,644200.0
Chicago,Downtown,1742.0,4,2,2021,2,No,5.91,Good,399700.0
Phoenix,Rural,1833.0,4,3,2016,1,Yes,26.86,Fair,398400.0
New York,Rural,3111.0,3,3,1959,3,No,28.2,Good,537200.0
New York,Downtown,1266.0,1,2,2020,0,Yes,23.52,Poor,234400.0
Houston,Downtown,1994.0,4,1,2002,3,No,27.68,Good,374000.0
New York,Rural,2977.0,2,2,2006,1,Yes,9.53,Fair,543500.0
Chicago,Suburb,1993.0,4,1,1976,3,No,7.81,Fair,398200.0
Chicago,Rural,2311.0,5,1,2003,0,No,11.84,Fair,461500.0
New York,Rural,3095.0,1,2,1953,0,No,2.13,Poor,521700.0
New York,Downtown,2837.0,3,2,1972,0,No,24.39,Fair,493600.0
Houston,Rural,2713.0,1,1,1997,2,No,29.53,Fair,387500.0
New York,Downtown,2229.0,5,1,1991,1,Yes,24.81,Excellent,439100.0
Houston,Downtown,2796.0,5,1,1952,0,No,16.87,Poor,529300.0
Houston,Urban,2401.0,5,1,1952,2,No,9.21,Fair,465400.0
New York,Rural,2866.0,5,3,1977,0,No,6.33,Excellent,583700.0
Los Angeles,Suburb,2102.0,2,2,2012,3,Yes,11.24,Good,395700.0
Los Angeles,Urban,2354.0,3,1,1980,1,No,20.18,Good,413500.0
Houston,Downtown,1708.0,5,2,1959,3,Yes,13.69,Poor,367900.0
New York,Downtown,2472.0,5,1,1998,2,No,28.05,Good,488400.0
Los Angeles,Suburb,1851.0,4,2,1970,3,Yes,25.7,Fair,361100.0
New York,Downtown,1609.0,3,2,2002,3,No,3.52,Good,331100.0
New York,Rural,2707.0,1,1,2003,0,No,4.38,Excellent,480300.0
New York,Urban,2670.0,3,1,2006,3,Yes,20.45,Good,501400.0
Phoenix,Downtown,3126.0,3,2,1969,0,No,7.31,Fair,574400.0
New York,Downtown,2155.0,3,2,1998,0,Yes,23.84,Good,420400.0
Phoenix,Suburb,2826.0,5,2,1956,1,No,17.95,Good,544200.0
Houston,Rural,2941.0,5,3,1978,2,No,7.28,Good,613500.0
Los Angeles,Downtown,2856.0,2,1,1997,2,Yes,14.62,Good,504800.0
Los Angeles,Suburb,1839.0,1,3,1962,2,No,12.48,Good,349200.0
Los Angeles,Downtown,2619.0,4,3,1952,0,Yes,26.26,Good,484100.0
Los Angeles,Suburb,2791.0,3,1,1951,2,Yes,1.45,Excellent,478500.0
Los Angeles,Suburb,2506.0,1,1,1965,0,No,26.93,Excellent,361200.0
Los Angeles,Rural,831.0,1,3,1955,1,No,19.74,Fair,149600.0
Los Angeles,Downtown,2628.0,2,1,1986,2,No,22.26,Good,401800.0
Houston,Rural,4270.0,4,2,2020,0,Yes,0.58,Fair,790800.0
New York,Suburb,2212.0,3,2,1954,2,Yes,19.03,Good,420000.0
Chicago,Urban,1918.0,4,3,2005,2,No,17.86,Fair,395900.0
Phoenix,Downtown,2799.0,2,3,2020,1,Yes,16.35,Good,531100.0
Chicago,Urban,2750.0,5,1,1981,3,Yes,23.68,Good,516600.0
Chicago,Downtown,3454.0,1,1,1986,2,Yes,16.9,Fair,559700.0
New York,Rural,1494.0,3,3,1962,1,Yes,25.78,Excellent,314300.0
New York,Rural,3085.0,5,3,1979,2,No,7.36,Good,619900.0
New York,Rural,2972.0,2,2,1974,2,No,24.28,Fair,515100.0
Los Angeles,Rural,2386.0,4,2,2009,2,No,5.79,Good,495800.0
Houston,Rural,2771.0,1,1,2008,2,Yes,24.49,Excellent,448800.0
Los Angeles,Urban,3324.0,3,2,1977,3,Yes,28.24,Fair,556500.0
Houston,Rural,3198.0,5,1,2007,3,Yes,10.4,Good,601500.0
Houston,Suburb,1586.0,5,1,1969,2,Yes,16.13,Good,322900.0
Chicago,Suburb,3156.0,1,1,1983,2,No,19.92,Excellent,506700.0
Chicago,Urban,2448.0,4,2,1986,1,Yes,2.84,Good,506700.0
Houston,Downtown,2558.0,2,3,2009,1,Yes,15.08,Good,484700.0
Houston,Suburb,2559.0,4,3,1992,0,No,11.14,Excellent,528300.0
Los Angeles,Downtown,2380.0,4,2,2006,3,No,26.24,Excellent,432200.0
Los Angeles,Urban,3453.0,4,3,2006,2,No,26.36,Good,637000.0
Chicago,Downtown,2433.0,1,1,2003,3,Yes,21.17,Poor,365900.0
New York,Downtown,1604.0,1,3,1994,1,Yes,19.84,Fair,283000.0
Houston,Downtown,2185.0,2,2,1986,3,Yes,22.14,Good,404500.0
Los Angeles,Downtown,2643.0,4,3,1997,3,Yes,11.3,Good,535600.0
Chicago,Urban,3483.0,1,1,2003,2,Yes,12.43,Fair,573700.0
Los Angeles,Suburb,2499.0,2,1,1997,2,Yes,16.83,Fair,513400.0
Houston,Rural,1820.0,2,2,1955,1,No,28.17,Good,314100.0
Houston,Downtown,4462.375,4,2,1983,2,Yes,21.86,Fair,764900.0
Phoenix,Suburb,2712.0,3,2,2012,1,No,16.75,Fair,511700.0
New York,Suburb,3520.0,4,1,1997,1,No,23.23,Fair,612000.0
Phoenix,Urban,2379.0,3,3,1972,0,No,11.44,Good,440000.0
Chicago,Suburb,2927.0,2,3,1962,0,Yes,22.05,Good,493600.0
Los Angeles,Urban,3172.0,1,2,1996,0,Yes,12.61,Fair,542800.0
Chicago,Downtown,3475.0,5,3,1993,3,No,8.75,Fair,677500.0
Houston,Downtown,3346.0,2,3,1981,0,Yes,18.49,Good,572800.0
Phoenix,Rural,3198.0,1,2,1975,2,Yes,20.76,Good,525400.0
Phoenix,Rural,2248.0,2,2,2002,2,No,14.05,Good,420500.0
Phoenix,Rural,2043.0,4,1,1963,0,Yes,17.18,Fair,391900.0
Chicago,Suburb,2766.0,3,1,2001,3,Yes,20.97,Good,462100.0
Houston,Downtown,3247.0,2,1,1986,1,Yes,23.15,Excellent,533000.0
Los Angeles,Urban,2322.0,1,1,1957,3,Yes,26.92,Fair,329300.0
Los Angeles,Rural,3352.0,4,3,1989,3,No,10.96,Good,638000.0
Chicago,Urban,2499.0,5,3,1971,1,No,28.57,Fair,644700.0
Phoenix,Urban,1767.0,4,1,1965,1,Yes,19.3,Fair,355900.0
New York,Rural,2499.0,3,1,2009,1,Yes,23.74,Poor,372000.0
Chicago,Downtown,2388.0,4,2,2009,2,Yes,21.14,Good,466200.0
Chicago,Rural,2746.0,5,3,1959,1,No,6.56,Poor,558900.0
Houston,Urban,2080.0,1,3,1974,1,Yes,2.61,Fair,412200.0
Los Angeles,Rural,3582.0,2,1,1980,3,Yes,21.93,Fair,585000.0
Chicago,Urban,2839.0,3,3,1970,3,No,15.58,Poor,521600.0
Chicago,Urban,2532.0,5,2,1982,0,Yes,21.22,Good,501900.0
Phoenix,Rural,1351.0,3,2,1980,3,No,14.57,Fair,322000.0
Phoenix,Suburb,1447.0,4,3,1970,1,Yes,9.71,Fair,335600.0
New York,Rural,2725.0,3,1,1985,2,No,8.91,Good,487600.0
Houston,Suburb,794.0,5,3,2014,3,Yes,22.05,Good,276900.0
New York,Urban,3310.0,2,2,1953,3,Yes,8.67,Good,595300.0
Phoenix,Urban,2373.0,2,1,2017,1,No,21.58,Poor,416900.0
Los Angeles,Suburb,4462.375,3,3,1953,3,No,11.83,Good,813550.0
Phoenix,Urban,4346.0,1,1,1958,3,No,23.24,Fair,663300.0
Houston,Suburb,2355.0,3,1,1979,1,No,4.71,Poor,438500.0
Phoenix,Suburb,2415.0,4,2,1994,3,No,6.55,Good,501300.0
Houston,Urban,3296.0,2,1,1953,2,Yes,20.73,Excellent,502100.0
Houston,Downtown,3863.0,2,3,2018,0,No,17.03,Good,655300.0
Houston,Suburb,1190.0,2,1,1972,3,No,6.51,Poor,240000.0
Houston,Rural,2499.0,1,1,1965,2,No,27.13,Excellent,186700.0
Houston,Rural,2002.0,1,3,1971,3,No,8.64,Poor,350900.0
Los Angeles,Urban,2966.0,5,2,2021,0,Yes,12.92,Excellent,592800.0
New York,Downtown,2897.0,3,2,1997,1,Yes,6.47,Fair,526200.0
Chicago,Urban,3356.0,3,3,2011,0,Yes,11.95,Fair,632300.0
New York,Downtown,1540.0,4,3,2009,3,Yes,15.0,Good,371800.0
Houston,Suburb,647.0,2,2,1954,0,Yes,9.21,Excellent,142300.0
Los Angeles,Suburb,3186.0,1,1,1956,0,No,23.19,Excellent,501800.0
Phoenix,Suburb,1837.0,4,3,2000,1,Yes,12.12,Good,385500.0
Los Angeles,Suburb,885.0,4,1,2014,3,Yes,22.02,Good,252400.0
Houston,Rural,2616.0,1,3,1958,0,No,6.61,Good,481800.0
Los Angeles,Rural,3135.0,3,2,1994,0,No,11.62,Good,576600.0
Los Angeles,Urban,2402.0,2,1,1996,1,Yes,0.74,Excellent,463300.0
Houston,Downtown,2134.0,3,1,2016,2,Yes,22.88,Poor,392700.0
Los Angeles,Suburb,2373.0,4,3,1973,3,No,18.96,Fair,444400.0
Chicago,Suburb,2204.0,2,1,1959,2,Yes,24.63,Excellent,357400.0
Chicago,Downtown,1422.0,5,3,2022,2,No,13.94,Excellent,355900.0
Los Angeles,Downtown,1928.0,4,2,1997,1,No,24.09,Poor,387400.0
Phoenix,Urban,2917.0,3,1,1984,1,Yes,19.6,Fair,484800.0
Houston,Downtown,2757.0,3,3,2003,3,Yes,0.61,Excellent,571500.0
Chicago,Suburb,2634.0,3,1,2020,2,Yes,7.98,Good,507800.0
Phoenix,Suburb,1704.0,1,3,1965,0,No,15.07,Good,321100.0
Los Angeles,Suburb,2355.0,4,3,2002,2,No,18.75,Fair,484900.0
Phoenix,Suburb,758.0,2,3,1989,1,Yes,2.43,Excellent,254600.0
New York,Suburb,2643.0,3,2,1969,0,Yes,21.3,Fair,481700.0
Chicago,Urban,3643.0,3,1,2018,0,Yes,16.53,Fair,660900.0
Los Angeles,Suburb,1321.0,1,2,1994,1,No,16.01,Fair,237600.0
Houston,Urban,2031.0,2,3,1955,0,No,9.12,Excellent,378800.0
Los Angeles,Suburb,2763.0,4,3,2018,2,No,18.05,Good,514000.0
Houston,Rural,3502.0,5,2,1998,1,Yes,1.31,Good,683800.0
Los Angeles,Rural,2141.0,1,2,1988,3,No,2.41,Fair,397800.0
Phoenix,Rural,1946.0,4,1,1951,1,No,22.15,Excellent,362600.0
Phoenix,Rural,925.0,5,3,1988,3,Yes,10.0,Good,287800.0
Phoenix,Urban,2583.0,3,2,1970,3,No,10.74,Good,490000.0
New York,Urban,4134.0,3,3,1986,1,Yes,6.65,Excellent,754300.0
Houston,Downtown,2722.0,2,3,1986,1,No,13.65,Fair,498400.0
Phoenix,Suburb,2482.0,5,1,1961,3,Yes,2.03,Good,487400.0
New York,Rural,2758.0,3,1,1986,3,Yes,9.36,Excellent,502000.0
Houston,Urban,2491.0,3,1,1987,0,No,16.05,Good,449500.0
Los Angeles,Suburb,1850.0,2,2,1964,1,Yes,14.24,Good,329900.0
New York,Suburb,3159.0,4,3,1956,1,No,29.99,Poor,551000.0
Chicago,Urban,2681.0,3,2,1999,0,Yes,11.97,Good,484400.0
New York,Rural,2499.0,1,2,2014,1,Yes,11.92,Good,458400.0
New York,Downtown,1720.0,1,1,2016,0,Yes,15.36,Fair,318700.0
Houston,Suburb,3543.0,4,3,1993,0,No,6.11,Excellent,679500.0
Los Angeles,Downtown,2499.0,5,3,1980,1,Yes,26.35,Fair,586600.0
Chicago,Rural,2058.0,2,1,1992,2,Yes,17.38,Fair,364900.0
Phoenix,Rural,3301.0,1,3,1997,3,No,6.17,Good,608600.0
Phoenix,Downtown,2102.0,1,1,2010,1,Yes,23.91,Good,326000.0
New York,Rural,1874.0,4,2,1959,2,Yes,1.51,Poor,408600.0
Houston,Suburb,1892.0,5,2,1978,0,Yes,29.49,Fair,395400.0
Houston,Downtown,1083.0,5,1,1997,2,Yes,26.02,Poor,284300.0
Phoenix,Rural,2877.0,4,2,2011,1,No,17.6,Fair,561700.0
Chicago,Downtown,1035.0,1,2,1962,1,Yes,3.78,Poor,201100.0
Los Angeles,Suburb,1517.0,2,1,1993,2,Yes,6.85,Fair,278500.0
Chicago,Rural,840.0,1,2,1996,1,No,8.74,Fair,192000.0
Los Angeles,Suburb,2431.0,5,3,2013,3,Yes,7.61,Good,544400.0
Phoenix,Rural,2380.0,1,2,2002,2,Yes,15.18,Excellent,429800.0
Los Angeles,Urban,2239.0,2,1,1993,0,No,28.36,Good,352200.0
Houston,Rural,1666.0,3,3,1977,2,No,13.6,Good,363400.0
New York,Downtown,1562.0,1,3,1951,2,No,20.02,Fair,232600.0
New York,Rural,2871.0,4,2,2006,2,No,20.81,Good,528900.0
Phoenix,Suburb,2060.0,3,3,2006,2,Yes,26.21,Good,415500.0
Houston,Suburb,2753.0,4,1,1983,0,No,1.5,Good,516600.0
Chicago,Rural,1792.0,4,3,2007,0,Yes,12.43,Fair,393900.0
Houston,Downtown,2645.0,4,2,2001,0,No,23.65,Fair,490100.0
New York,Urban,3543.0,1,2,1978,2,Yes,24.54,Good,562000.0
New York,Downtown,2969.0,5,3,1984,3,No,27.86,Good,547900.0
Houston,Urban,2170.0,3,1,1997,3,No,21.23,Excellent,394100.0
